xml_id	true	pred	corpus_id	modality	text_snippet
doc_206103	right	left	web1	web	Fraude et corruption coûtent au minimum entre 80 et 100 milliards d'euros par an Atlantico : Vous le rappelez dès l’introduction de votre livre : la situation concernant la fraude et la corruption de nos politiques ne s’est pas améliorée lors des trois dernières décennies. Partant de ce constat quel…
doc_396316	left	right	web1	web	Affaire Nezzar : La France livre les noms des plaignants aux tortionnaires Lors de la visite à Paris de l'ex-ministre de la Défense, Khaled Nezzar, il y a trois semaines, des Algériens avaient porté plainte contre ce général pour torture en 1992-1993. Mais le gouvernement français a permis à ce tort…
doc_294911	left	right	web1	web	Les documents et questions 1- Signature des accords Blum -Byrnes, 1946 Le 28 mai 1946, le président du conseil Léon Blum signe avec le secrétaire d’Etat Byrnes des accords qui portent leurs noms. Les Américains liquidaient une dette de 2,8 milliards de dollars contractée pendant la guerre et accorda…
doc_226912	right	left	web1	web	« Made in Russia » L’image du “made in Russia” change rapidement, décennie après décennie. Pendant les dix années qui ont suivi la désintégration de l’Union soviétique, avec la ruine de l’industrie et l’appauvrissement de la population, le made in Russia a toujours fait penser à des stéréotypes néga…
doc_248888	right	left	web1	web	Chômage : une baisse en trompe-l'œil Malgré la baisse des demandeurs d’emploi de catégorie A, la situation du marché du travail ne s’est malheureusement pas réellement améliorée en décembre dernier. Le chômage a baissé de 18 000 personnes en décembre, entend-on partout. Bonne nouvelle… Sauf que, mal…
doc_186802	right	left	web1	web	Alfortville (94) : régularisations de travailleurs migrants africains grévistes chez Chronopost C’est une première victoire. Six mois après le début d’une grève entamée par une trentaine de travailleurs sans-papiers du Chronopost d’Alfortville, en région parisienne, cinq d’entre eux ont obtenu mercr…
doc_089680	right	left	web1	web	Belfort Sport News Die Roma trifft im nächsten Ligaspiel am Mittwoch auf Bologna. Die Giallorossi wollen den dritten Sieg in Folge einfahren, müssen… Diese Woche werden die Nachholspiele Feyenoord – Heracles und AZ – Fortuna ausgetragen. Am Mittwoch treffen Feyenoord Rotterdam und Heracles… Sander D…
doc_371575	left	right	web1	web	La gratuité des transports en commun, ça existe déjà Les recettes procurées par le paiement d'un titre de transport financent actuellement à peine plus du quart des dépenses de transport en commun d'Ile-de-France. Pour les réseaux de province, leur part est estimée à 16 % du coût en moyenne. Mais qu…
doc_389202	left	right	web1	web	Servier et la presse médicale : Censure sur ordonnance Une biochimiste, devenue journaliste médicale, a raconté sur la radio RMC comment Servier procédait avec les articles de presse qui ne le servaient pas assez. Travaillant pour Impact Magazine, une revue destinée aux médecins généralistes, cette …
doc_352513	left	right	web1	web	"Le piège des primaires Le piège des primaires Collection Le Poing sur la table 80 pages - sept. 2016 5,00€ "" Ultime astuce pour verrouiller un système à l’agonie, détournement électoral au profit des deux piliers lézardés de la Ve République qui veulent à tout prix se maintenir au pouvoir, les prima…"
doc_527720	left	right	web1	web	De mémoire (2) Le 17 septembre, en fin d’après-midi, dans le Nord, près de la frontière, la Guardia Civil a capturé des camarades. Nous n’en savons que ce qu’en ont dit la presse et quelques contacts. La fusillade n’aurait pas fait de morts. Deux auraient été pris… Depuis, nous prévoyons le pire. Pr…
doc_088629	right	left	web1	web	Accueil – French Morning À l’aube, la ville de Chicago s’éveille tout juste, dans une brume légère. Sur l’un des quais de la gare d’Union Station, une file de voyageurs, valises à la main, se forme... DERNIÈRES NEWS Les évènements à venir Jeanfi Janssens, escale comique aux États-Unis dim 5 octobre …
doc_285490	right	left	web1	web	Europe : Le retour de la pauvreté de masse Près d’une personne sur quatre dan l’Union européenne (UE) était menacée de pauvreté ou de misère sociale en 2010. Telle est la conclusion d’un rapport officiel de la Commission européenne, présenté en décembre. Selon ce rapport, 115 millions de personnes, …
doc_160745	right	left	web1	web	« C'est bobo land ici ! La ville est réputée pour avoir beaucoup de Maliens. J'en vois pas beaucoup… » : en immersion au meeting du #nouveaufrontpopulaire à Montreuil Vendredi 21 juin, la France insoumise organisait un meeting à Montreuil pour la fête de la musique en soutien à sa candidate sur la c…
doc_353665	left	right	web1	web	Et le son du canon ? Une consultation publique sur « le ressenti » des nuisances sonores non liées aux transports terrestres est en cours sur Annecy. Il ne devrait pourtant pas y avoir besoin : depuis plus d’un an il y a eu de nombreuses protestations, pétitions et recours contre le bruit du champ d…
doc_403633	left	right	web1	web	États-Unis : L'armée a du mal à recruter. Un des signes qui inquiètent les dirigeants américains, militaires ou civils : leur armée a de plus en plus de mal à recruter. Rappelons que la conscription n'existe plus aux États-Unis depuis 1973 et que tous les militaires, actifs ou membres de la Garde na…
doc_271567	right	left	web1	web	Vache folle : La justice rend un non-lieu général Il n’y aura pas de procès. Dix-sept ans après l’ouverture du dossier de la vache folle, les deux juges chargés de son instruction ont décidé de délivrer un non-lieu général dans cette affaire. La maladie de la vache folle a provoqué la mort de 27 per…
doc_436145	left	right	web1	web	Ménard multi récidiviste raciste, délinquant, dangereux Lors de son passage à l’émission « Mots croisés » sur F2, Robert Ménard, maire de Béziers, a déclaré qu’il y avait 64,6 % d'enfants de confession musulmane avant d’avouer « Ce sont les chiffres de ma mairie. Pardon de vous dire que le maire a l…
doc_389345	left	right	web1	web	Les cochonneries du FN Afin d’attirer des artistes, la mairie Front national d’Hayange, en Lorraine, avait présenté sa fête du cochon comme une fête automnale. Quand elles ont vu l’affiche Fête du cochon, avec le sous-titre « Nos traditions d’abord », Caroline Loeb, Eve Angeli, Enzo Enzo et Ana Ka o…
doc_458564	left	right	web1	web	[Video] Festival solidario para seguir la lucha contra los despidos Se realizó este domingo en la puerta de la empresa. Mañana convocan a una jornada nacional de protesta contra los 600 despidos ilegales. Lunes 3 de julio de 2017 09:10 PepsiCo - Festival familiar solidario - YouTube Se realizó este …
doc_407226	left	right	web1	web	Gilets jaunes : triste bilan du quinquennat Notre correspondant nous rappelle les chiffres : 10 000 verbalisés, 40 000 interpellés et mis en garde à vue, 20 000 conduits devant les tribunaux, 10 000 condamnés à de la prison avec sursis, 1 000 à de la prison ferme. En face, malgré les exactions polic…
doc_326301	left	right	web1	web	Monument des mobiles Le monument des mobiles commémore le ... Le monument des mobiles commémore le sacrifice de plus de mille « enfants des Bouches du Rhône » qui furent enrôlés dans la guerre de 1870-1871. On y trouve quatre groupes de soldats, équipés de toutes armes, sous le glaive nu de La Franc…
doc_393868	left	right	web1	web	Groupe FN : par ici la bonne soupe Le Front national veut constituer un groupe au Parlement européen. Il ne lui manquait que deux députés pour atteindre le nombre permettant de le faire. Mais le règlement du Parlement de Strasbourg précise que pour former un groupe, il est nécessaire de rassembler d…
doc_140162	right	left	web1	web	Alerte : Une opération fasciste à Triel-sur-Seine ! Lu sur le site d’extrême-gauche Bellaciao : A Triel-sur-Seine une opération fasciste a réussi sans que personne ne s’en rende compte ! Triel-sur-Seine est une commune des Yvelines. Il y a un mois quelques centaines de caravanes de gens du voyage so…
doc_105977	right	left	web1	web	404 - The Friends of Israel Gospel Ministry Sorry but this page is missing. While the Sea of Galilee is a wonderful place to visit, this is probably not what you were expecting. Please use the menu above or the search bar below to find what you were looking for. Oh, and by the way, we can take you h…
doc_201019	right	left	web1	web	"Lannion (22) : ""jouets pour milliardaires"", ""intérêts privés""... des manifestants anti-réforme des retraites bloquent une usine qui s'apprêtait à livrer le 1er exemplaire d'une embarcation innovante Les opposants à la réforme des retraites veulent empêcher la sortie de la suite flottante d’Anthénéa,…"
doc_377502	left	right	web1	web	PS ou SPD : Deux partis qui ont tourné casaque C'est à Leipzig, où le Parti social-démocrate allemand (SPD) vient de célébrer son 150e anniversaire, que fut fondée le 23 mai 1863 par Ferdinand Lassalle l'Association générale des travailleurs allemands, une des ancêtres du SPD. Parmi les invités de c…
doc_509765	left	right	web1	web	Israel PM Says To Send Gaza Negotiators To Qatar Tuesday Israel PM Says To Send Gaza Negotiators To Qatar Tuesday Israeli Prime Minister Benjamin Netanyahu said that he would send mediators to Qatar on Tuesday to discuss the release of hostages held in Gaza after Hamas announced the release of US-Is…
doc_214549	right	left	web1	web	"Togo : le calvaire des ""enfants sorciers"" Le Togo est l’un des pays d’Afrique subsaharienne où la croyance en la sorcellerie est encore très répandue. Les enfants qui sont nés un peu différents en sont particulièrement victimes. Qu’ils soient handicapés, agités, ou encore surdoués, ils sont souvent …"
doc_326279	left	right	web1	web	John Reed C’est dans Dix Jours qui ébranlèrent le monde que le monde a fait la connaissance de la révolution d’Octobre ; aujourd’hui encore il n’existe en aucune langue — pas même en russe — de meilleur livre sur le sujet. Vladimir Pozner J’ai lu avec un immense intérêt et la même attention jusqu’au…
doc_173756	right	left	web1	web	Afrique du Sud : les viols et les meurtres entre avril et juin ont augmenté de 60% par rapport à la même période pendant le confinement Les viols et les meurtres en Afrique du Sud ont augmenté entre avril et juin par rapport à la même période l’année précédente lorsque le pays était placé sous un co…
doc_243008	right	left	web1	web	Les Africains organiseraient-ils leur propre sous-développement ? Quarante ans après les indépendances, le continent africain continue toujours de faire l’objet d’un débat. Des spécialistes du développement (africains et non africains) publient des chiffres alarmants sur l’Etat du continent en terme…
doc_376133	left	right	web1	web	Le sabre et le goupillon Estrosi, ancien maire de Nice et apôtre d’une politique ultrasécuritaire, est fier d’avoir doté cette ville de la plus dense police municipale de France et d’un réseau de plus de mille caméras de vidéosurveillance. Deux protections valant mieux qu’une, il a de nouveau partic…
doc_135665	right	left	web1	web	Achat d’avions F-35 américains par la Belgique : un camouflet pour la défense européenne (…)La Belgique a en effet opté, jeudi 25 octobre, pour le chasseur F-35 américain, au détriment d’une solution européenne. Cette décision est un très mauvais coup porté à une défense européenne encore balbutiant…
doc_139980	right	left	web1	web	Comment décupler sa présence dans les médias ? Ou comment faire couiner les journalistes (et les blogs…) en flirtant avec les thèmes raciaux ? En savoir plus ici. Et si vous avez encore un petit doute sur la puissance des outils de retouche photo, allez jeter un coup d’oeil sur ce genre de vidéos (v…
doc_031493	right	left	web1	web	PIKARI Investir dans l’immobilier peut s’avérer complexe, entre les multiples offres, les démarches à suivre ... Lire plus Face à un environnement d’affaires en constante mutation, les entrepreneurs cherchent des outils efficaces ... Lire plus Prendre une décision éclairée concernant le choix d’une …
doc_397420	left	right	web1	web	Méthéologie Sans aucun recul ni touche d'ironie, les télévisions nous ont «informés» qu'en cette période de canicule, le pape priait pour que son dieu fasse revenir la pluie. Pour ne pas être en reste, le recteur de la mosquée de Paris a annoncé une démarche du même type ajoutant que, vu les régions…
doc_431261	left	right	web1	web	"En cas de face à face FN/UMP, Besancenot (NPA) ne choisit pas (AFP 10/09/2013) PARIS, 10 sept 2013 (AFP) - Olivier Besancenot, du Nouveau partianticapitaliste (NPA), a expliqué mardi qu'en cas de duel entre un candidat FNet un candidat UMP, il ne choisirait pas car ""on a déjà donné"", après despropos…"
doc_287647	right	left	web1	web	Sauvons Kokopelli Cela fait plus de dix ans que l’Association Kokopelli est victime de la mafia semencière et des tracasseries émanant des « tutelles » du Ministère de l’Agriculture. Elle fait peur aux pouvoirs en place non parce qu’elle vend des graines de tomates ou autres légumes, mais parce qu’e…
doc_194847	right	left	web1	web	Occitanie: des associations réclament la réorientation des subventions accordées pour la reconstruction de Notre-Dame de Paris “Collectivités locales d’Occitanie, vos missions auprès des plus précaires passent avant Notre-Dame”. Voilà la teneur du message qu’un collectif d’associations toulousaines …
doc_332382	left	right	web1	web	L’atlantisme est mort ? Vive l’Europe ! - Sans doute Européaniste, professeur et chercheur au centre d'histoire de Sciences Po, agrégé d'histoire et docteur en géographie politique. Auteur, notamment, de L'Europe face à l'Ukraine, PUF, 2024 ; Histoire de la construction de l'Europe, PUF, 2021 ; Le p…
doc_515712	left	right	web1	web	Présidentielle 2022 - Comparez les programmes des candidats la france en chiffres Europe et International quelles évolutions découvrir la synthèse des chiffrages Découvrez, analysez et comparez les propositions des candidats comparez les propositions des candidats Sélectionner un thème Les candidats…
doc_031310	right	left	web1	web	Dropout - Independent, ad-free, uncensored comedy Absurd, ad-free comedy on Dropout TV Original comedy series you won't find anywhere else. Anywhere. Anytime. Stream now, save for later. Use the app and watch episodes offline. Available on Fire TV, Apple TV, Android TV, Roku, Chromecast, plus iOS an…
doc_363732	left	right	web1	web	AZF Toulouse : Le témoignage d’une infirmière Une infirmière retraitée, qui s'est mise à la disposition de son ancien hôpital pour aider aux secours, raconte notamment comment elle a accompagné à la morgue de l'hôpital Purpan une famille d'origine maghrébine, venue récupérer le corps d'un de ses pro…
doc_158103	right	left	web1	web	"Série ""24 H"" : Propagande religieuse et intérêts pétroliers américains ? (Dialogue imaginaire : ) — Monsieur le Président ? Le ministre saoudien de la vérité est en ligne. — Allo, Emir Bih-Dulh ! Oui… Je pense que votre petite exigence demande supplémentaire est tout à fait recevable, Monsieur le Mi…"
doc_140397	right	left	web1	web	Crise financière : la version pour les nuls Si vous n’avez rien compris à l’article précédent de Lionel, Fish vous donne les vraies raisons : Alors voilà, Mme. Ginette a une buvette à Bertincourt, dans le Pas de Calais. Pour augmenter ses ventes, elle décide de faire crédit à ses fidèles clients, to…
doc_010001	right	left	web1	web	Éditions de Flore Collection : Kiel et Tanger Date de parution : avril 2024 Nombre de pages : 436 Format : 110x165 mm ISBN : 978-2-900689-61-5 Prix : 10 € Comment dissoudre la France dans l’Europe Axel Tisserand Préface : Paul-Marie Coûteaux Résumé : Retraçant la longue histoire d’une idéologie, Axe…
doc_031377	right	left	web1	web	My Besta Pizza COOKING DRINKS Nampa’s vibrant food scene continues to grow, and pizza lovers in the area have something special to celebrate: the rise of sourdough crust pizza in Nampa. This unique style of… Document conversion can be a necessity for many professionals, educational institutions, and…
doc_471848	left	right	web1	web	"Enfance & Jeunesse Infos D'après le dernier rapport du collectif ""Les morts de la rue"", 624 personnes sans domicile fixe (SDF) sont décédées en 2022. Parmi elles, 8 mineurs âgés de moins de 15 ans et 21 jeunes âgés de 15 à 25 ans. En 2022, sur l’ensemble du territoire français, au moins 624 personne…"
doc_227799	right	left	web1	web	« L’oligarchie ça suffit : vive la démocratie ! » Émission “Là-bas si j’y suis” de Daniel Mermet, sur France Inter, le mardi 4 janvier 2011. Selon Hervé Kempf, auteur de l’ouvrage intitulé L’oligarchie ça suffit, vive la démocratie (1), un certains nombre de symptômes concernant la structuration des…
doc_167332	right	left	web1	web	4.000 insoumis portent plainte contre Papacito Communiqué de la France insoumise. Le 6 juin dernier, le youtubeur Papacito a publié sur YouTube une vidéo extrêmement violente mettant en scène la mise à mort d’un mannequin représentant explicitement les insoumis et les électeurs de Jean-Luc Mélenchon…
doc_432319	left	right	web1	web	"Traité européen: la manifestation du 30 septembre ""signal de départ d'une campagne nationale"" (AFP) PARIS, 11 sept 2012 (AFP) - Les associations (Attac, Copernic...),syndicats (Solidaire, Unef...) et partis politiques (PCF, FG, NPA) signatairesd'une déclaration unitaire contre le traité budgétaire e…"
doc_522172	left	right	web1	web	Chronique : Echo d’Afrique, « S’attaquer aux symboles du colonialisme » Chronique : Echo d’Afrique, « S’attaquer aux symboles du colonialisme » Il y a 200 ans, le 3 juin 1818, Louis Faidherbe naissait à Lille. Il allait devenir un militaire largement honoré, et un colonialiste chevronné. Certains le…
doc_431440	left	right	web1	web	Notre-Dame-des-Landes : plus de 3.000 personnes contre l'aéroport Gran Ouest Notre-Dame-des-Landes (Loire-Atlantique), 9 juil 2011 (AFP) - Environ 3.00 personnes selon la gendarmerie, 6.000 selon les organisateurs, se sont réunies samedi à 30 km au nord de Nantes sur le site du futur aéroport Grand …
doc_158761	right	left	web1	web	(20.10.2009) ► Le ‘tueur de coûts’ LowendalMasaï réduit les siens en fermant un site Ils se disent “trahis”, “amers”. Un langage inhabituel pour ces cadres superdiplômés, à gros salaires, évoluant dans un univers feutré, celui des cabinets conseil en optimisation des coûts (impôts, charges sociales,…
doc_523081	left	right	web1	web	Surveillance : Coupons les grandes oreilles Surveillance : Coupons les grandes oreilles Les révélations de Snowden ont mis en lumière l’ampleur des surveillances dont les citoyens et citoyennes font l’objet. Loin d’être cantonnés à quelques individus « suspects », les programmes d’espionnage dévoren…
doc_182989	right	left	web1	web	Mali : guerre pour la démocratie ou pour Areva ? Le 11 janvier 2013, l’armée française est intervenue au Mali à la suite de mouvements, vers Bamako, de groupes armés islamistes. Depuis des mois, ces derniers tiennent tout le nord du Mali et se seraient enhardis au point, nous dit-on, de vouloir occu…
doc_152228	right	left	web1	web	Hayange : « Vivre ensemble à la Française » à la fête du Cochon FÊTE DU COCHON – DIMANCHE 4 SEPTEMBRE Venez célébrer le “Vivre-Ensemble” à la française au cours d’une fête traditionnelle, familiale et régionale ! Cette troisième édition de notre rassemblement annuel et convivial est le témoignage-mê…
doc_091131	right	left	web1	web	Création et conduite d'entreprise - Kontre Kulture Guide de planification stratégique pour les TPE et PME : - Évaluer son environnement - Évaluer un nouveau projet - Faire une analyse financière - Définir ses objectifs - Piloter ses activités Mues par différentes raisons : envie d’indépendance, espr…
doc_515790	left	right	web1	web	A propos A propos La Grande Conversation est la revue intellectuelle et politique de Terra Nova. Son ambition est de nourrir la conversation démocratique, c’est-à-dire l’échange civilisé des arguments et des idées sans lesquels il n’est pas de débat public fructueux. La controverse y a naturellement…
doc_200455	right	left	web1	web	Italie : les migrants déboutés du droit d'asile devront verser une garantie financière de 5000 euros pour éviter d'être envoyé en centre de rétention Les migrants déboutés du droit d’asile en Italie devront verser 5000 euros sous peine d’être envoyés en centre de rétention pendant l’examen de leur r…
doc_360447	left	right	web1	web	On ne s’appelle pas Bob… En Hospitalisation de jour Maladies du sang, la direction a annoncé qu’à cause de la fermeture de services dans le Nord, on va « absorber » des patients. On va donc en accueillir 60 contre 40 avant. Pour absorber tout ça, à part devenir une éponge, on ne voit pas comment on …
doc_255885	right	left	web1	web	Le tribunal ordonne à l'Education nationale de publier l'indice de position sociale des établissements. Rosa Parks en tête du classement des noms de collèges les plus défavorisés, la moitié des autres noms ont un lien avec le communisme L’indice de position sociale des élèves (IPS) est un outil de m…
doc_263919	right	left	web1	web	Emoluments des ministres, rémunération des conseillers, chauffeurs, jardiniers, etc, le gouvernement Borne est le plus cher de la Ve République Selon une étude, le coût global du gouvernement Borne a augmenté de 4,3 % par rapport à son prédécesseur. Le nombre de ministres n’a pourtant pas varié. Ave…
doc_351016	left	right	web1	web	« Quel député est prêt à vivre juste un mois avec 764,10€ ? » « A votre place, je la ramènerais pas ! Parce que qui ici, quel député, est prêt à vivre juste un mois avec 764,10€ ? Avec le salaire moyen d’un agent d’entretien ? Qui ? Allez-y, levez le bras ! Y a personne ? En revanche, vous voterez t…
doc_091489	right	left	web1	web	SURGA5000 Provider Slot Paling Gacor | RTP Tertinggi 2025 SURGA5000 Provider Slot Paling Gacor | RTP Tertinggi 2025 SURGA5000 Main Asik Sambil Menang Hadiah Nyata Di SURGA5000 bisa main santai tapi tetap punya peluang untuk menang hadiah uang asli. Gaya mainnya bebas, cocok buat semua orang, dari an…
doc_201914	right	left	web1	web	Sentiment d'insécurité : le gouvernement annonce un grand plan pour renforcer la sécurité des élus Installation de caméras de surveillance, dispositif d’alerte en cas d’agression, prise en charge des frais de justice ou encore accompagnement psychologique : le gouvernement a dévoilé un plan de cinq …
doc_031512	right	left	web1	web	Academie en ligne - Académie en ligne Apprenez, grandissez, réussissez Acquérez les connaissances indispensables pour atteindre vos objectifs professionnels et personnels avec nos formations de qualité. Découvrez toutes les informations sur la formation Diversité des formations professionnelles Dans…
doc_128612	right	left	web1	web	Le syndicat de la magistrature appelle à l'arrêt des interpellations de clandestins à Mayotte La section mahoraise du syndicat de la magistrature demande à la préfecture de Mayotte “l’arrêt immédiat (de la) politique d’interpellation des personnes étrangères en situation irrégulière puisque celles-c…
doc_508591	left	right	web1	web	Deux défenseurs en danger Les Amis de la Terre France, Survie et l’Observatoire pour la protection des défenseurs des droits de l’Homme (un partenariat FIDH-OMCT) expriment leur profonde inquiétude pour leur intégrité physique et morale, et demandent que toutes les formes de persécution cessent immé…
doc_347541	left	right	web1	web	ECOLE DE LA CONFIANCE : Pas d’amélioration mais des fermetures de classes et d’écoles ! Michel intervient lors de la discussion générale dans le cadre du projet de loi pour une Ecole de la confiance : » Je ne comprends pas cette politique. L’objectif n’est pas d’améliorer la situation, mais de ferme…
doc_184101	right	left	web1	web	Le Sénat vote la fin du CDI et tout le monde s’en fout [extraits] La loi sur « la sécurisation de l’emploi » a été votée au Sénat, par 169 voix contre 33. La fin du CDI et tout le monde s’en moque… Pas une manifestation dans la rue. Pas le moindre sénateur pendu non plus. Le CDI vous préservait des …
doc_279801	right	left	web1	web	"Bruxelles : Violences policières contre les ""antifascistes"" (vidéo) “Aucune des actions des manifestants ne peut justifier une telle violence” policière, ont réagi, dans un communiqué commun, la JOC (Jeunesse ouvrière chrétienne) et les Jeunes FGTB, après que la police eut interpellé sans ménagement…"
doc_161227	right	left	web1	web	Le Conseil d’État rejette la demande du Rassemblement national de ne pas être rattaché à « l’extrême droite » dans la classification des candidatures aux dernières élections sénatoriales La plus haute juridiction administrative française a tranché. Le Conseil d’État a rejeté ce lundi une requête du …
doc_406279	left	right	web1	web	Un petit monde sans frontières L'affaire Cahuzac avait révélé que le compte suisse de l'ex-ministre du Budget avait été ouvert par Philippe Péninque, ancien activiste d'extrême droite, devenu avocat fiscaliste et proche conseiller de Marine Le Pen. Péninque est soupçonné d'avoir ouvert d'autres comp…
doc_372713	left	right	web1	web	Suite du feuilleton La compagne actuelle de François Hollande, Valérie Trierweiler, a fait savoir qu'elle soutient à La Rochelle non pas Ségolène, candidate officielle du PS et par ailleurs ex-compagne du nouveau président de la République, mais son rival. Les ténors de l'UMP font des gorges chaudes…
doc_229870	right	left	web1	web	Les élites françaises sont trop frileuses La France manque cruellement d’entreprises de taille moyenne et intermédiaire. Proportionnellement à l’Allemagne, nous avons un déficit de 15 000 entreprises de plus de 50 salariés. La situation est particulièrement dégradée pour les ETI, les entreprises de …
doc_087351	right	left	web1	web	Cette française est actuellement sur Nasty.live ! (Lien NSFW) Cette fille est prête à tout pour toi et t'attends sur Nasty.live, qu'attends tu pour la rejoindre ? Posté dans Live le samedi 4 octobre 2025 En Allemagne, des bunkers datant de la Seconde Guerre mondiale traînent encore un peu partout. C…
doc_509362	left	right	web1	web	Communiqué de la direction de Guyane la 1ère Dans le cadre de sa visite en Guyane le Garde des Sceaux Gérald Darmanin, a répondu à une question d’un journaliste de Guyane la 1ère dans les termes suivants « vous êtes journaliste, d’abord en plus vous êtes complètement idiot, c’est une insulte ». Cett…
doc_270233	right	left	web1	web	Le ministre des Finances concède que le CICE n'aura pas d'effet direct sur l'emploi Le gouvernement a-t-il viré sa cuti sur le Pacte de responsabilité et son dispositif phare, le CICE? Depuis janvier, Bercy défend coûte que coûte sa politique de l’offre, pour relancer l’économie et l’embauche. Mais …
doc_356580	left	right	web1	web	BNP Paribas : Tricheurs, vous avez dit tricheurs ? Les casseroles étant vendues en batterie, une autre affaire rattrape la BNP. Cette fois-ci c'est son siège parisien qui a été perquisitionné par la brigade financière parisienne, accompagnée de la police fédérale belge. Ces enquêteurs veulent en sav…
doc_523170	left	right	web1	web	Cinéma : Jeuland, « Le président » Cinéma : Jeuland, « Le président » Mort depuis à peine un mois et demi, Georges Frêche, connu nationalement pour ses frasques, fait déjà l’objet d’un film. Le Président retrace sa campagne électorale menée lors des dernières régionales, remportées haut-la-main avec…
doc_473757	left	right	web1	web	SDK, by Les Saints Decay Les Saints Decay Toulouse, France Les Saints Decay . Une musique résolument rock, énergique avec des textes en français. Les Saints Decay vous invitent à adhérer à une alternative nécessaire à la scène rock en France où la pensée unique, là aussi, pousse toujours les mêmes e…
doc_426881	left	right	web1	web	Presse - 11.2022 – Salon Polycopies. Table ronde avec le média Lundimatin, Louise Moulin pour Plein le Dos et le photographe Jérôme Blin. A l’initiative d’Yves Drillet pour la maison d’édition Nouveau Palais. Podcast : Que peut la photographie ? 01.2021 – Radio Nova Podcast : Les Gilets jaunes : là …
doc_272331	right	left	web1	web	Tribune (Le Monde/El Pais) : Hidalgo, Bachelot, Yade, Voynet… : «L'Espagne doit retirer son projet de loi anti-avortement» Treize femmes politiques et militantes féministes françaises, de gauche comme de droite, lancent un appel au gouvernement espagnol pour qu’il renonce à son projet de loi anti-IV…
doc_124653	right	left	web1	web	Trains caillassés, béton sur les voies, menaces : la ligne SNCF Toulouse-Castres perturbée La ligne SNCF Toulouse-Castres est fortement perturbée depuis le mardi 6 octobre 2015. Des gens du voyage sont installés au bord des voies, à l’entrée de la gare de Castres (Tarn). (…) Pour tenter de désamorce…
doc_195029	right	left	web1	web	"""La sociologie du vote Macron est de plus en plus minoritaire"" Pour Arnaud Benedetti, professeur associé à l’Université Paris-Sorbonne, le camp de la majorité aurait tort de crier victoire trop vite. Il rappelle que si LREM confirme qu’elle possède une base électorale solide, celle-ci se resserre né…"
doc_220479	right	left	web1	web	Lyon : les militants pro palestiniens se retrouvent « sur le trottoir » Ils étaient 150 à 200 hier devant la salle Rameau, dont l’accès leur avait été refusé .Comme l’an dernier, Résistance Palestine organisait une conférence salle Rameau à Lyon sur la situation à Gaza. Elle aurait dû se tenir hier …
doc_238482	right	left	web1	web	"Le pionnier des jeux de cartes à collectionner bannit de ses tournois les ""cartes racistes"" et supprime leurs images de sa base de données Aujourd’hui nous […] retirons l’image de la carte Invoke Prejudice, imprimée en 1994 […]. Cette carte est raciste […]. Le racisme n’a pas sa place dans notre jeu…"
doc_164711	right	left	web1	web	Un rapport de la Cour des comptes révèle qu’il y a moins de policiers aujourd’hui à Marseille qu’en 2016. Régulièrement questionné sur la situation sécuritaire dans la cité phocéenne, Gérald Darmanin n’a cessé de vanter son action lorsqu’il était ministre, en rappelant qu’il avait augmenté les effec…
doc_348038	left	right	web1	web	Quand les résultats des élections ne satisfont pas les marcheurs, ils tentent d’en annuler les effets ! Suite à son élection en tant que président de l’association des députés-employeurs, le 6 mars dernier, Michel LARIVE a eu la surprise de recevoir un courrier de la part des questeurs de l’Assemblé…
doc_126705	right	left	web1	web	Mort d'Edmond Simeoni, père de l'autonomisme corse - « Una vita per a Corsica è u so populu » (Unità Naziunale 14 décembre 2018) Edmond Simeoni est un nationaliste corse «historique». Il fut un des responsables de la revendication des droits du peuple corse dans les années 70, des boues rouges à l’o…
doc_352645	left	right	web1	web	สล็อต789 ฝาก-ถอน true wallet แตกหนักเล่นง่ายที่นี่ สล็อต789 ฝาก-ถอน true wallet การเล่นสล็อตในยุคนี้ไม่ใช่แค่เลือกเกมที่แตกง่ายหรือมีฟีเจอร์ดีเท่านั้น แต่ยังต้องคำนึงถึงระบบฝากถอนที่ไม่ยุ่งยากคือหนึ่งในเว็บที่ตอบโจทย์เรื่องนี้ได้ครบถ้วน ผู้เล่นจำนวนมากเริ่มหันมาสนใจแพลตฟอร์มที่ไม่ต้องใช้บัญชีธนาคาร …
doc_369739	left	right	web1	web	Familles en or Isabelle Balkany, première adjointe et épouse du député-maire UMP de Levallois, aurait avoué être depuis dix-sept ans propriétaire d'une villa dans les Caraïbes. Ce modeste bien, évalué à trois millions d'euros et détenu par l'intermédiaire d'une société écran, n'a jamais été déclaré …
doc_141876	right	left	web1	web	Policiers en colère : mobilisation nationale, samedi 3 décembre à 15 heures ► PARIS : Champ de Mars ► LYON : Place Bellecour ► MARSEILLE : Esplanade du Mucem ► NANTES : Préfecture ► RENNES: Préfecture ► CAEN : Hotel de Police ► ANGERS : Préfecture ► PERPIGNAN : Au Castillet ► LILLE : Place de la Rép…
doc_440972	right	left	web1	web	editionsnouvelleterre Précommandez : Le Graal et la chute des dieux ENFIN ! L’ultime tome de la saga des Chroniques du Ğírkù, Le Graal et la chute des dieux, viendra clore les 5 précédents tomes, parution prévue en septembre 2026. Chaque exemplaire sera accompagné d’une dédicace personnalisée – 28,5…
