xml_id	y_true	y_pred	corpus_id	modality	text_snippet
doc_186862	right	left	web1	web	Cergy (95) : Shahin et tous ses amis du quartier organisent des maraudes pour les SDF Ces jeunes récoltent de l’argent, font des courses, cuisinent, distribuent les repas aux sans-abri et passent du temps avec eux. En décembre 2017, Shahin 
doc_387024	left	right	web1	web	Universités : Les étudiants étrangers sous contrôle renforcé Suite à l'occupation, en mars dernier, d'un amphithéâtre de l'université Paris-VIII à Saint-Denis, dans la banlieue parisienne, par des étudiants sans-papiers réclamant leur régul
doc_361581	left	right	web1	web	Jack Lang rhabillé pour l’hiver Le couturier Smalto a offert à l’ancien ministre et actuel président de l’Institut du monde arabe, Jack Lang, pour 200 000 euros de costumes, en six ans. Il n’y aurait pas de contrepartie. Le fait de voir sa 
doc_231797	right	left	web1	web	Economie de Mayotte : le problème est profond […] Dans ce département, le salaire minimum a doublé en sept ans, les prix ont augmenté de “seulement” 40 % sur cette période. Mais seules 30 000 personnes travaillent sur plus de 200 000, et se
doc_416919	left	right	web1	web	Cercles de soutien et de responsabilité du Québec Notre mission La mission principale des Cercles de soutien et de responsabilité (CSR) vise à accroître la sécurité des collectivités et à diminuer le nombre de victimes d'actes criminels en 
doc_134234	right	left	web1	web	Italie : le programme commun M5S-Ligue prévoit de transférer vers les expulsions une partie du budget consacré chaque année à l'accueil des migrants Avant même l’arrivée du Mouvement 5 étoiles et de la Ligue au pouvoir en Italie, le gouvern
doc_096689	right	left	web1	web	Jubileuszowy 150-ty numer pisma „Szczerbiec” Jubileuszowy, 150-ty numer „Szczerbca” ujrzał światło dzienne. Najpopularniejsze polskie pismo nacjonalistyczne, które pojawiło się na rynku po raz pierwszy w 1991 roku, niezmiennie bezkompromiso
doc_416862	left	right	web1	web	მაუწყებელი ბოლო ამბები უზენაესი სასამართლოს ყოფილი მოსამართლე ბესარიონ ალავიძე აცხადებს, რომ მასზე განხორციელებული... ოთხშაბათს, გამთენიისას და ხუთშაბათს მსოფლიოს დიდ ქალაქებში, ისრაელის მიერ „გლობალ... რუსეთის ენერგეტიკულ სექტორში კრიზისი 
doc_091962	right	left	web1	web	404 - Page introuvable : Ville d'Avignon La page que vous avez demandée n’a pas été trouvée. Il se peut que le lien que vous avez utilisé soit rompu ou que vous ayez tapé l’adresse (URL) incorrectement. Vous avez maintenant les possibilités
doc_370123	left	right	web1	web	Le vrai visage du «droit d’asile» Pour savoir ce qu'est le «droit d'asile» dont s'enorgueillit la «patrie des droits de l'homme», il n'y a qu'à se rendre dans la zone d'attente de Roissy. Enfin, si on trouve l'endroit car, très prudentes, l
doc_024056	left	right	web1	web	"À voir : le documentaire ""Cas d'école. L'école face aux médias"" - CONTRETEMPS À voir : le documentaire « Cas d’école. L’école face aux médias » Sortie de «Cas d’école» [bande-annonce], un documentaire de Gilles Balbastre et produit par la p"
doc_515829	left	right	web1	web	2024 : L’Amérique à l’heure du choix L’élection présidentielle américaine du 5 novembre prochain retient l’attention à plus d’un titre. Un second mandat de Donald Trump serait un choc régressif majeur. A l’inverse, une victoire de Kamala Ha
doc_210138	right	left	web1	web	Immigration : Nathalie Arthaud veut régulariser tous les clandestins Candidate de Lutte Ouvrière, Nathalie Arthaud, qui dit elle-même qu’elle sait qu’elle ne sera pas élue et ne le veut pas, n’a pas publié de programme mais des positions. O
doc_128858	right	left	web1	web	"Livre. Thomas Frank : ""Pourquoi les riches votent à gauche"" Après avoir expliqué pourquoi les pauvres votent à droite, l’essayiste américain Thomas Frank analyse, dans un nouveau livre, pourquoi les riches votent aujourd’hui à gauche. Son l"
doc_427412	left	right	web1	web	Techniques de sélection végétale Un dossier sur la controverse actuelle concernant la sélection végétale. La brochure explique les différentes techniques couramment utilisées aujourd'hui par les sélectionneurs. Elle fait le point sur les co
doc_438768	right	left	web1	web	Or & argent physiques : achat, stockage sécurisé et livraison | Or.fr Remplissez le formulaire d'inscription, puis vérifiez votre profil en fournissant les documents justificatifs requis. Choisissez les produits et services souhaités, bloqu
doc_240456	right	left	web1	web	Danièle Obono contre le sentiment d'impunité (de l'extrême droite) Danièle Obono : « Le plus grave est leur arrogance et leur sentiment d’impunité » La députée Danièle Obono (LFI) est depuis longtemps visée par des attaques xénophobes et se
doc_166986	right	left	web1	web	Saint-Doulchard (18) : découverte d'une sépulture collective du néolithique Saint-Doulchard, l’Inrap a mis au jour une sépulture collective du Néolithique récent contenant une quarantaine de défunts, un type de structure jusqu’alors inconnu
doc_509924	left	right	web1	web	Assemblée Générale de l’Union des œuvres et amis de l’abbé Fouque - CERCLE SAINT-PIERRE - 13390 - AURIOL L'Assemblée Générale de l’Union des œuvres et amis de l’abbé Fouque à eu lieu ce mercredi 8 avril 2015. Elle a été créée en 2007. Les s
doc_206504	right	left	web1	web	Le patrimoine des ministres au crible La Haute autorité pour la transparence de la vie publique vient de dévoiler les déclarations de patrimoine des membres du gouvernement. Celles-ci ont révélé qu’il y aurait une douzaine de ministres mill
doc_091309	right	left	web1	web	La Franc-Maçonnerie et la Révolution française - Kontre Kulture Mesdames et Messieurs, quel a été, en 1789, en 1792 et en 1793, le rôle exact de la franc-maçonnerie dans la Révolution française ? Les documents authentiques, émanant de la ma
doc_452108	right	left	web1	web	Hundstorfer, Khol, Hofer: Heer sofort fit machen! Der Ausnahmezustand in Ungarn samt Rekrutierung von mehr als 1000 Soldaten zum Grenzschutz sowie der Schleuderkurs der EU und Angela Merkels in Sachen Flüchtlingskrise machen es dringend not
doc_171105	right	left	web1	web	« Arabe de service » : la militante laïque Fatiha Agag-Boudjahlat va porter plainte contre une responsable de la France insoumise Militante féministe et laïque, la Toulousaine Fatiha Agag Boudjahlat a annoncé ce lundi matin qu’elle va porte
doc_239378	right	left	web1	web	"Aurélien Taché et d’ex-LREM ont créé ""Nous Demain"", un mouvement «humaniste, écologiste et féministe» Le député Aurélien Taché, membre du nouveau groupe « Écologie Démocratie Solidarité », et cinq autres députés anciens Marcheurs ont annonc"
doc_373586	left	right	web1	web	Contre les crimes racistes : À la mémoire de Brahim Bouarram Le 1er mai 1995, Brahim Bouarram, un jeune Marocain de 29 ans, avait été jeté dans la Seine. Parce qu'il était immigré ! Les assassins venaient de quitter un défilé du Front Natio
doc_469022	left	right	web1	web	L'Huile et le Fer - Film documentaire - Tënk Résumé Dans un petit village de l’Est de la France se répètent quotidiennement les mêmes gestes. Couper du bois, traire une vache, coudre un vêtement, faire sortir un légume de terre… Autant d’ac
doc_274556	right	left	web1	web	Biotechnologies : Breveter le vivant pour faire du business ? La vie est-elle un produit marchand ? C’est là tout l’enjeu du débat sur la brevetabilité du vivant. De quoi s’agit-il exactement ? Tout simplement d’autoriser, ou non, des entre
doc_171312	right	left	web1	web	USA: Des millions de familles américaines risquent d'être expulsées de leur logement alors qu'expire le moratoire qui les protégeait. Des millions de familles américaines qui n’ont pas pu payer leur loyer depuis des mois à cause de la crise
doc_143895	right	left	web1	web	Inscriptions à l'Université : le tirage au sort, «une vaste hypocrisie antirépublicaine» Tribune de Jean-Loup Salzmann, président de la Conférence des présidents d’université (CPU) et Gilles Roussel, président de l’université Paris-Est Marn
doc_255517	right	left	web1	web	Quand les contribuables refinancent les bad banks... Alors que les stress test des banques européennes n’ont pas fait bondir la bourse, l’annonce d’un assouplissement de la régulation par le comité de Bâle a été, lui, efficace pour les banq
doc_181343	right	left	web1	web	Un rapport sur le génocide des Indiens du Brésil sort de l’ombre Un rapport alarmant sur les atrocités commises contre les Indiens du Brésil dans les années 1940, 1950 et 1960 vient de refaire surface, 45 ans après avoir été mystérieusement
doc_471587	left	right	web1	web	Preuves Lieu du crime – les lieux du crime n’avaient pas été délimités et sécurisés par la police, fait extrêmement inhabituel dans une affaire de meurtre – la police a effectué des déclarations contradictoires (selon les enregistrements ra
doc_182493	right	left	web1	web	Amnesty International : « Expulser les migrants n'est pas la solution » Amnesty International est préoccupée par les récentes déclarations du Premier ministre de Malte, indiquant que le pays pourrait procéder au refoulement de bateaux trans
doc_137148	right	left	web1	web	Banlieues : les troupes de choc de Besancenot Le Nouveau parti anticapitaliste (NPA), dont le programme est en discussion, a organisé samedi à Nanterre une réunion nationale des comités intervenant dans les «quartiers populaires», pour «réf
doc_242044	right	left	web1	web	Coronavirus. Thierry Lentz : «Lorsqu'on est en guerre, on ne doit pas hésiter à sanctionner les généraux qui ont failli» Pour l’historien Thierry Lentz, directeur de la Fondation Napoléon, après ce « juin 40 » de la santé publique, l’État, 
doc_452506	left	right	web1	web	Le Parti socialiste félicite la nouvelle présidente de la FNESR Hélène Geoffroy et son président délégué Benoît Arrivé – Lundi 12 juin 2023 Ce lundi 12 juin, la Fédération nationale des élus socialistes et républicains (FNESR) a installé so
doc_407469	left	right	web1	web	E-n r-a-d-e Que faire quand le réseau est en rade ? Peut-être prendre son bâton de grand voyageur pour aller du RDC au 1er étage, puis du 1er étage au 2e étage et, si ça ne marche pas, faire le chemin inverse afin d’avoir une chance de trou
doc_331744	left	right	web1	web	Conseil du futur U24 Le Conseil du futur U24 donne une voix politique aux jeunes de Suisse. Qu'est-ce que le Conseil du futur U24 ? Le Conseil du futur U24 est le premier conseil citoyen pour les jeunes en Suisse. Il se compose de 80 jeunes
doc_011750	left	right	web1	web	Protegetonsoignant, un blog dédié à la santé et aux personnels médicaux. Pour ce faire, nous répartissons nos articles en différentes catégories couvrant de nombreux domaines liés à la santé. Mais nous vous proposons aussi des sujets inédit
doc_170307	right	left	web1	web	Comment l'esprit de village de Marnes-La-Coquette a été tué par la mondialisation des grandes fortunes (…) Ce ne sont pas les mêmes entre hier et aujourd’hui, et c’est en cela que Marnes raconte une histoire intéressante. Après-guerre, s’in
doc_102116	right	left	web1	web	SGPTOTO368: Situs Bandar Tebak Angka Akurat Pasaran Terlengkap SGPTOTO368: Situs Bandar Tebak Angka Akurat Pasaran Terlengkap Voucher Toko Paket Diskon Pengiriman Jaminan Real Kuantitas Spesifikasi Produk Stok Minimum Jumlah Pembelian Merek
doc_198915	right	left	web1	web	Autoroutes : Bruno Le Maire refuse toujours de publier le rapport de l'Inspection des Finances dénonçant les abus tarifaires des concessionnaires, et reste silencieux sur la clause secrète signée en 2015 par les ministres Macron et Royal (M
doc_341302	left	right	web1	web	„Extremisten waren immer das Unglück unseres Landes“ 12. Januar 2024 - 10 Min. Lesezeit Mit einem raumfüllenden „Halloo“ betritt der gut gelaunte Bundespräsident durch eine Seitentür sein Amtszimmer im Schloss Bellevue. Mit einem raumfüllen
doc_031411	right	left	web1	web	Linkis.com - Brand shared links with your info Awesome link branding! Promote anything you need each time you share a link and grow your audience. Easy, contextual and free! Try Have no time for routine? Need fresh content? Or just going on
doc_278945	right	left	web1	web	L'armée prend le contrôle de l'État de Bahia BRASILIA – L’armée brésilienne a pris le contrôle de l’État brésilien de Bahia en raison d’une grève de la police militaire qui a déclenché une vague d’insécurité qui a fait 75 morts, ont annoncé
doc_376798	left	right	web1	web	Colonel Folamour Cet officier supérieur croit déceler une conquête de l’Amérique par le marxisme dans des travaux – qu’il dénonce comme « anti-américains – montrant les conséquences de l’esclavage sur les aspects les plus révoltants de la s
doc_128520	right	left	web1	web	En 2018, on meurt moins d'overdoses d’héroïne et plus de la méthadone 148 morts: c’est le nombre d’overdoses par méthadone en 2016 que rapporte l’enquête DRAMES, qui recense les décès en lien avec les substances psychoactives. «La méthadone
doc_116412	right	left	web1	web	Cash Investigation : Quand les actionnaires s’en prennent à nos emplois Ils ne connaissent pas la crise. Ils gagnent toujours plus d’argent. La rémunération des actionnaires explose. En 2013, elle a atteint le montant historique de deux cen
doc_093350	right	left	web1	web	Oil Shale Development from the Perspective of NETL's Unconventional Oil Resource Repository Oil Shale Development from the Perspective of NETL's Unconventional Oil Resource Repository - REM Engineering Services, Morgantown, WV The history o
doc_368485	left	right	web1	web	Luxembourg : Giscard et le Grand-Duché Après avoir reproché à Chirac d'avoir envoyé aux électeurs français le texte complet de son projet de Constitution, ce qui les a, selon lui, poussés dans les bras du «non», Giscard est content: «Les Lu
doc_511527	left	right	web1	web	Gagnons dubon temps ! Gagnons du bon temps ! Chers clients, Tout le monde veut vous faire gagner du temps, nous les 1ers. Mais voilà, on a appris (l’âge aidant) que pour être vraiment “gagné”, ce temps doit être de qualité. Du bon temps. On
doc_519274	left	right	web1	web	Dico antiraciste : « La discrimination » Dico antiraciste : « La discrimination » Chaque mois, un mot ou une expression passée au crible. Étymologiquement, discriminer consiste à séparer, établir une distinction. Si toute forme de différenc
doc_108715	right	left	web1	web	Dieudonné annuncia viaggio a Pyongyang Dieudonné annuncia viaggio a Pyongyang Il controverso comico francese vuole «agire per la pace» PARIGI - Il controverso comico francese Dieudonné, più volte condannato per ingiurie razziali, antisemiti
doc_272015	right	left	web1	web	Un avocat marocain refuse la légion d'honneur à cause du soutien de François Hollande à Israël Il y a certains Marocains qui expriment leur solidarité avec Gaza, avec des actes concrets. Abdelaziz Nouidi en fait partie. L’avocat et militant
doc_257183	right	left	web1	web	Le Parlement européen met en avant une photo de membres du FEMYSO, ONG islamiste proche des frères musulmans, pour son dossier multimédia de l’Année européenne de la jeunesse 2022 Cette photo ne figure cependant pas parmi celles du dossier 
doc_437914	left	right	web1	web	Les Shows RMC À l'issue de deux jours de garde à vue, Gérard Miller a été mis en examen ce jeudi pour des viols et agressions sexuelles sur six femmes entre 2000 et 2020, dont trois viols sur mineures. Le psychanalyste de 77 ans est égaleme
doc_360151	left	right	web1	web	L’aveu d’un policier raciste Une vidéo montre que, lorsque l’an dernier un policier de Georgie a arrêté de nuit une voiture sur le bas-côté d’une route, la conductrice était si effrayée qu’elle a refusé de prendre son téléphone dans sa poch
doc_342157	left	right	web1	web	"Fratzscher: Bürgergeld ist nur ein Reförmchen - 18.09.2022 Das Bürgergeld, das ab kommenden Jahr Hart IV ersetzen soll, ist lediglich ein ""Reförmchen"". kritisiert Ökonom Marcel Fratzscher. Das Bürgergeld, das ab kommenden Jahr Hart IV erset"
doc_346533	left	right	web1	web	Le président Macron rend visite à ses soutiens à Davos Communiqué du groupe LFI-NUPES Le président Macron prend la parole aujourd’hui au forum économique de Davos. Son bilan : depuis deux ans en France, le pouvoir d’achat a chuté davantage 
doc_457086	left	right	web1	web	France. Des policiers au-dessus des lois - Amnesty International Les informations selon lesquelles des responsables de l’application des lois commettraient en France des violations des droits humains inspirent depuis longtemps des inquiétud
doc_404841	left	right	web1	web	"Prisons : L'augmentation des suicides Lors de l'inauguration le 19 janvier d'une nouvelle prison à Roanne, dans la Loire, le Premier ministre Fillon a déploré, en s'adressant au personnel pénitentiaire, la "" forte augmentation des suicides "
doc_108980	right	left	web1	web	"Graphene research, innovation and collaboration | Graphene Flagship Participate in the 2D-Pilot Line's MPW runs The 2D-PL offers multi-project wafer (MPW) runs in which customer designs are included as dies on joint wafers where you can ""sh"
doc_031895	right	left	web1	web	Home Page We must always be ready to make sacrifices for the great causes; only in that way shall we live to keep our souls alive. ~Winston Churchill, Hotel Bristol, Oslo, 12 May 1948 ~Winston Churchill, 18 June 1940 Available in print and 
doc_400724	left	right	web1	web	Scoop d'été : La faute aux caissières Le supplément économie du Figaro du 20 juillet a commis un article sur les « caissières indélicates » qui voleraient leur patron et les « techniques modernes permettant de combattre ce phénomène ». Pens
doc_512213	left	right	web1	web	Nouvelle AOM Nouvelle AOM est le collectif créé en juin 2016 pour répondre au concours international Demain Montparnasse. Issue de l'association de trois agences parisiennes, Franklin Azzi Architecture, ChartierDalix Architectes et Hardel L
doc_191845	right	left	web1	web	Europe : 42 % des espèces d’arbres menacées d’extinction […] Des 454 espèces d’arbres européens, 42 % sont menacées d’extinction, alerte, vendredi 27 septembre, l’Union internationale pour la conservation de la nature (UICN). Plus inquiétan
doc_218733	right	left	web1	web	"Festival de Belfort (90) : ""Maghreb, en finir avec le colonialisme"" Au sein de la carte des festivals de cinéma en France, celui de Belfort, présidé cette année par Malek Bensmail, se détache par son haut niveau de recherche sur l’histoire."
doc_365375	left	right	web1	web	Enchères : 107 700 euros la bouteille ! À Lons-le-Saunier, une bouteille de vin jaune du Jura, datée de 1774, a été adjugée à la somme record de 107 700 euros, samedi 26 mai, lors d’une vente aux enchères. Deux autres flacons du même millés
doc_091070	right	left	web1	web	Ukraine entre guerre et paix - Kontre Kulture La stratégie des États-Unis est-elle dans l’impasse ? Quelle est la conduite russe des opérations militaires ? Quand aura lieu la contre-offensive ukrainienne ? L’armement occidental fait-il vra
doc_394280	left	right	web1	web	Pour Guéant, la délinquance se voit au faciès « Les policiers font leurs contrôles en fonction de la façon dont ils ressentent la dangerosité des personnes qui doivent être contrôlées. Bon, c'est certain qu'il y a des personnes qui ont plus
doc_365088	left	right	web1	web	Pakistan : L'attentat contre une jeune fille de 14 ans -- le combat d'une enfant pour le droit de tous L'attentat commis au Pakistan sur une enfant de 14 ans, Malala Yousafzai, a suscité l'indignation dans l'ensemble du monde. Des talibans 
doc_121911	right	left	web1	web	Pour Fabius, Bachar Al-Assad ne contrôle plus son pays, ne protège ni la population ni le patrimoine Laurent Fabius : “Bachar Al-Assad ne contrôle plus réellement son pays et il ne protège ni la population syrienne ni le patrimoine de l’hum
doc_217840	right	left	web1	web	Tous au râtelier BHL ! par Philippe Bilger (…) j’avoue ma stupéfaction qu’avec une telle constance et des hyperboles qui ne se lassent jamais d’être appliquées, de manière indissociable, à l’homme et à ses travaux, BHL soit ainsi honoré par
doc_526252	left	right	web1	web	Lire : « La Nuit rwandaise » Lire : « La Nuit rwandaise » Enquêtes, récits, témoignages, interviews… les 29 textes du troisième numéro de cette revue d’étude du génocide rwandais laissent le lecteur sonné. Cécile Grenier a passé six mois au
doc_342664	left	right	web1	web	10 ans de Budget Participatif : vous l'avez voté, on l'a fait ! 10 ans de Budget Participatif : vous l'avez voté, on l'a fait ! Dossier Mise à jour le 12/12/2024 Depuis 10 ans, le Budget Participatif permet à chacun de voir ses idées prendr
doc_402847	left	right	web1	web	Nos lecteurs écrivent : À Nantes, concert annulé, le retour de l’Inquisition ? Rien ne nous préparait à une telle soirée. Mardi 7 décembre, l’organiste et chanteuse suédoise Anna Von Hausswolff était à Nantes pour un concert de son album in
doc_157572	right	left	web1	web	Grève - Un jeudi revendicatif Jeudi 29 janvier sera l’occasion pour les syndicats de montrer qu’ils peuvent peser dans le débat social qui les oppose aujourd’hui au gouvernement. Ainsi, huit organisations nationales (CFDT, CFTC, CFE-CGC, CG
doc_472659	left	right	web1	web	Entreprises. Aux commandes de la fusée nancéienne Oligoplus Et si la magie de Noël opérait aussi avec les entrepreneurs ? « Toute l’année j’occupe des fonctions opérationnelles pour l’entreprise. Noël est l’un des seuls moments où je peux p
doc_346767	left	right	web1	web	« L’OMC l’interdit ? Je m’en fiche ! On désobéit ! » A la buvette, un député Marcheur, et bon connaisseur des marchés agricoles, s’est moqué de moi : « Mais arrête, François, avec tes prix planchers, tu sais très bien que c’est interdit par
doc_113332	right	left	web1	web	"Lyon : Custom 77, ""This is the end... "" Parmi ses clients : des groupes de rock anglo-saxons, des revendeurs installés au Japon, en Australie. L’entreprise venait de mettre un pied aux États-Unis. Mais le refus d’un prêt bancaire a sonné le"
doc_346695	left	right	web1	web	Macron et les CAC 40 voleurs ! Mulliez, Arnault, Hermès… 15 000 riches Français se barrent au Luxembourg avec cent milliards et 4% du PIB, que répond Bruno Le Maire ? « Ah bon ? Je vais me renseigner, je ne suis pas au courant… » C’est le c
doc_206104	right	left	web1	web	"Gare Montparnasse : panne géante suite à la ""perte d'une télécommande des installations de sécurité"" Le trafic ferroviaire était complètement interrompu à la gare Montparnasse dimanche après-midi en raison d’une panne des installations de s"
doc_438650	right	left	web1	web	ISSEP, l’autre école de science politique - Inscriptions ouvertes Institut de Sciences Sociales, Economiques et Politiques Établissement supérieur privé, situé à Lyon dans le quartier Confluence, l’ISSEP propose deux types de formation: un 
doc_283421	right	left	web1	web	Un trader français déstabilise les marchés des CDS JP Morgan va-t-il boire la tasse? Un des opérateurs de la banque américaine, surnommé la « baleine de Londres », a pris d’énormes positions risquées sur les marchés de crédit. Il a parié pl
doc_093717	right	left	web1	web	Page non trouvée - SWI swissinfo.ch Page non trouvée Cette page n'a pas pu être trouvée. Il a peut-être été déplacé, mis à jour ou supprimé. Mais ne vous inquiétez pas, nous avons plein d'autres histoires à vous proposer. à explorer Cette p
doc_378655	left	right	web1	web	Le scandale des gardes à vue France Info a révélé mardi 9 février la mésaventure d'une adolescente de 14 ans, interpellée au saut du lit et mise en garde à vue pendant neuf heures. Son avocat a révélé que trois autres adolescentes avaient a
doc_353647	left	right	web1	web	jugés pour délit d''humanité Mardi 28 janvier 7 militants sont jugés à Bayonne pour aide au séjour irrégulier de migrants. Ils ont revendiqué publiquement d'avoir aidé 36 d'entre eux à profiter de la Korrika, une course à pied entre l’Espag
doc_030524	left	right	web1	web	Dimitris Alexakis, auteur sur AOC media - Analyse Opinion Critique Auteur·e·s Dimitris Alexakis Né à Paris en 1971, Dimitris Alexakis anime depuis 2012, avec Fotini Banou, un lieu de création alternative dans le quartier de Kypsèli, Athènes
doc_346613	left	right	web1	web	Inauguration de la nouvelle Maison Campredon du Secours Catholique à Montpellier Après plus d’un an de travaux #Inauguration ce soir de la nouvelle Maison Campredon du #SecoursCatholique à #Montpellier. Cette maison accueille et accompagne 
doc_516371	left	right	web1	web	Baleine : droit de retrait Les éditions Baleine sont nées en 1995 avec la création du personnage du « Poulpe » défini comme un enquêteur « libertaire et antifasciste ». Ce personnage est sorti des livres pour devenir un véritable protagonis
doc_416851	left	right	web1	web	"- ""Le réexamen des rapports pathologiques de Wetli a révélé qu’il n’avait pas tenu compte des signes évidents de traumatisme et de strangulation sur les corps des victimes, dont certains étaient si prononcés qu’ils étaient visibles à trois "
doc_372272	left	right	web1	web	Le FN est bien d'extrême droite : Qui se ressemble s'assemble Pour essayer de gommer cette image, Le Pen veut modifier les alliances du FN avec d'autres partis. C'est ainsi qu'elle a sommé les deux députés européen du FN, Jean-Marie Le Pen 
doc_118322	right	left	web1	web	Les routes migratoires pour briser la forteresse européenne Mais cette route maritime, terriblement dangereuse, n’est pas la seule à être empruntée par les candidats à l’exil. En fonction des guerres, des murs érigés par certains pays ou en
doc_031763	right	left	web1	web	Planning Tank You live in a city. You don’t like to admit it, but cities may be exhausting. They’re made for work, […] Tools That Shape Health Decisions Health systems depend on data. Strong data comes from reliable testing. Without it, pla
doc_431062	left	right	web1	web	Outils pour webmasters Vous trouverez divers flux RSS sur le site. Mais voici quelques flux très utiles et cachés : - Le flux RSS des tracts hebdo : http://npa2009.org/tract… - Le flux RSS des communiqués de presse : http://npa2009.org/comm
doc_526640	left	right	web1	web	L’état de la censure : pression policière contre Indymedia L’état de la censure : pression policière contre Indymedia Les sites web Indymedia Grenoble et Nantes ont reçu un ultimatum au nom de l’antiterrorisme. C’est une inadmissible attein
doc_517961	left	right	web1	web	La viande synthétique dans nos assiettes La viande synthétique dans nos assiettes La Food and Drug Administration, l’agence sanitaire américaine, vient d’autoriser la commercialisation d’un saumon transgénique (AquAdvantage). Les manipulati
doc_512104	left	right	web1	web	Accueil Le programme Engagés pour la qualité du logement de demain, porté par le ministère chargé de la Ville et du Logement et le ministère de la Culture a été lancé en 2022. Il vise à expérimenter des solutions permettant de concilier une
doc_120091	right	left	web1	web	Le Medef inquiet de la montée du FN chez les petits patrons Le Medef s’inquiète qu’une loi puisse favoriser la représentativité des chefs d’entreprise sympathisants du FN. Députés et sénateurs n’avaient rien vu venir. Une vingtaine de prési
doc_523423	left	right	web1	web	Cinéma : Bräuning, « No more smoke signals » Cinéma : Bräuning, « No more smoke signals » Kili Radio commença à émettre ses programmes en février 1983 depuis son promontoire de Porcupine dans la réserve de Pine Ridge (Dakota du Sud). Outil 
doc_131538	right	left	web1	web	Drôme (26) : toute une vallée revit grâce aux jeunes néoruraux Des histoires aux airs de conte de fées, mais des projets qui n’ont rien de fantaisiste, portés par des diplômés bien intégrés. Et des villages qui étaient menacés d’abandon, re
doc_378778	left	right	web1	web	FN : la vérité sort de la bouche d’égout Il y a ce que dit Marine Le Pen à la télévision, et ce que disent certains candidats du FN sur les réseaux sociaux. Le journal L’Humanité en a composé un florilège édifiant. Cela va de « Marine tu es
doc_000092	right	left	web1	web	La fabrique de la pensée unique – A Rebours La fabrique de la pensée unique Récemment une chronique matinale sur RTL s'en prenait aux « médias alternatifs » accusés de manquer de déontologie et d'être sous influence : RT France pour avoir i
doc_018148	left	right	web1	web	Projet de paix perpétuelle Autre version disponible Lorsque Kant publie en 1795 son Projet de paix perpétuelle, l'Europe sort à peine, et très provisoirement, d'un cycle guerrier de plusieurs années. Il y a un courage certain, pour un sujet
doc_340306	left	right	web1	web	Immigration, asile, inclusion : un cadre clair pour mieux accueillir Nous savons que, sans être au sommet de leurs préoccupations et de leurs difficultés quotidiennes, la question migratoire préoccupe les Françaises et les Français dans un 
doc_396130	left	right	web1	web	L’immigration en chiffres Manipuler les chiffres d’entrée des immigrés en France, c’est l’arme classique des réactionnaires et en particulier de l’extrême droite. Mais les dernières statistiques de l’Insee mettent les choses au point. Entre
doc_244171	right	left	web1	web	"""Zemmour lui-même reste rarement plus de quelques jours sans se livrer à des agressions ou à des insultes."" Par lui-même, d’abord, car nous avons tout de même connu des temps – il est vrai bien révolus – où les baratineurs chauvinistes béné"
doc_417422	left	right	web1	web	Автономное Действие - анархисты, либертарные коммунисты, антифа | Новости об анархизме, антифашизме, акциях протеста Критика Востсибова от одного из членов ДИАны. Востсибов любезно предложил начать полемику по поводу тактики, главным тексто
doc_108680	right	left	web1	web	404 Page introuvable Notre e-zine sur le sommeil et le bien-être. Soyez le premier à connaître les derniers articles, podcasts, nos dernières innovations en matière de santé, nos promotions exclusives et plus encore ! Que signifie s'épanoui
doc_143218	right	left	web1	web	Orly et Roissy : pour protéger les aéroports, la police doit… payer ! Une situation ubuesque. Les policiers assurent la sécurité des aérogares et dans les avions, effectuent les contrôles de passeport et permettent donc aux aéroports de Roi
doc_427470	left	right	web1	web	Suivi des employés pour de meilleurs résultats Prévenir l'épuisement professionnel, stimuler le bien-être : Activité de l'utilisateur : Le logiciel de surveillance des employés suit les temps d'activité et d'inactivité, les heures de début 
doc_243472	right	left	web1	web	"La proposition de loi visant à protéger le ""patrimoine sensoriel des campagnes françaises"" adoptée 🏛🚨 La proposition de loi visant à protéger le #patrimoine #sensoriel de nos campagnes françaises a fait l’unanimité en hémicycle ce matin 🤝 C"
doc_300114	left	right	web1	web	L’INCERTITUDE DE L’AVENIR L’INCERTITUDE DE L’AVENIR L’homo sapiens, le seul être pensant parmi des millions d’espèces vivantes, n’a jamais eu, tout au long de son évolution, la moindre idée de On sait aujourd’hui qu’il existe des milliards 
doc_375175	left	right	web1	web	Les amis du Front national Les trois élus du Front national au Parlement européen appartiennent à un groupe parlementaire « où figurent des mouvements avec lesquels nous travaillons depuis plusieurs années », a expliqué Marine Le Pen au Jou
doc_159228	right	left	web1	web	La mondialisation n'améliore pas l'emploi des pauvres La mondialisation et l’ouverture du commerce n’ont pas permis d’améliorer les conditions de travail dans les pays en voie de développement, indiquent l’Organisation mondiale du Commerce 
doc_414991	left	right	web1	web	quand la surpopulation carcérale tue Un 8e détenu est décédé suite à une bagarre en cellule. Pour les syndicats du centre pénitencier c'est la surpopulation carcérale qui est en cause. La prison qui est faite pour 670 détenus en accueille a
doc_417658	left	right	web1	web	“Le Système B” : le documentaire choc de RSF sur le système Bolloré “Le Système B” : le documentaire choc de RSF sur le système Bolloré L'homme d'affaires Vincent Bolloré ne cesse d'étendre son empire médiatique en recourant à des méthodes 
doc_271536	right	left	web1	web	Pas de manifestation pour Gaza en Algérie Il est étonnant de constater le silence de la rue algérienne concernant les agressions et les bombardements que subissent les Ghazaouis depuis plus de 15 jours. L’Algérie, le pays qui a de tout temp
