xml_id	label_true	label_pred	label_raw	corpus_id	modality	text_snippet
doc_326301	left	right	monnuage_fr	web1	web	Monument des mobiles Le monument des mobiles commémore le ... Le monument des mobiles commémore le sacrifice de plus de mille « enfants des Bouches du Rhône » qui furent enrôlés dans la guerre de 1870-1871. On y trouve quatre groupes de soldats, équipés de toutes armes, sous le glaive nu de La Franc
doc_393868	left	right	worldbank_org	web1	web	Groupe FN : par ici la bonne soupe Le Front national veut constituer un groupe au Parlement européen. Il ne lui manquait que deux députés pour atteindre le nombre permettant de le faire. Mais le règlement du Parlement de Strasbourg précise que pour former un groupe, il est nécessaire de rassembler d
doc_140162	right	left	fdesouche_com	web1	web	Alerte : Une opération fasciste à Triel-sur-Seine ! Lu sur le site d’extrême-gauche Bellaciao : A Triel-sur-Seine une opération fasciste a réussi sans que personne ne s’en rende compte ! Triel-sur-Seine est une commune des Yvelines. Il y a un mois quelques centaines de caravanes de gens du voyage so
doc_105977	right	left	foi_org	web1	web	404 - The Friends of Israel Gospel Ministry Sorry but this page is missing. While the Sea of Galilee is a wonderful place to visit, this is probably not what you were expecting. Please use the menu above or the search bar below to find what you were looking for. Oh, and by the way, we can take you h
doc_509765	left	right	barrons_com	web1	web	Israel PM Says To Send Gaza Negotiators To Qatar Tuesday Israel PM Says To Send Gaza Negotiators To Qatar Tuesday Israeli Prime Minister Benjamin Netanyahu said that he would send mediators to Qatar on Tuesday to discuss the release of hostages held in Gaza after Hamas announced the release of US-Is
doc_326279	left	right	editionsdelga_fr	web1	web	John Reed C’est dans Dix Jours qui ébranlèrent le monde que le monde a fait la connaissance de la révolution d’Octobre ; aujourd’hui encore il n’existe en aucune langue — pas même en russe — de meilleur livre sur le sujet. Vladimir Pozner J’ai lu avec un immense intérêt et la même attention jusqu’au
doc_399851	left	right	worldbank_org	web1	web	Les grandes oreilles de la NSA... et celles de la DGSE On y apprend que, depuis 2007 au moins, les services secrets français de la DGSE collaborent activement avec la NSA et son équivalent britannique, le GCHQ, en leur fournissant des stocks massifs de données ayant transité par la France. 99 % des 
doc_376133	left	right	worldbank_org	web1	web	Le sabre et le goupillon Estrosi, ancien maire de Nice et apôtre d’une politique ultrasécuritaire, est fier d’avoir doté cette ville de la plus dense police municipale de France et d’un réseau de plus de mille caméras de vidéosurveillance. Deux protections valant mieux qu’une, il a de nouveau partic
doc_399056	left	right	worldbank_org	web1	web	JMJ : Préservatifs indésirables Devant l'afflux de jeunes à Cologne, plusieurs initiatives visaient à leur distribuer des préservatifs, comme c'est souvent le cas lors des rassemblements de jeunesse. Mais c'était oublier la position de l'Église sur la question... Les très prudes organisateurs ne l'e
doc_013342	left	right	amnesty_org	web1	web	South Korea: Prisoner of conscience Kang Ki-hun - Amnesty International Kang Ki-hun, a 27-year-old staff member of the dissident organization Chonminnyon, is serving a three-year prison sentence on charges of aiding and abetting the protest suicide of a colleague, Kim Ki-Sol, in 1991. AI believes th
doc_391706	left	right	worldbank_org	web1	web	Ecce Homo Le pape vient de publier une note visant à empêcher l'accès à la prêtrise des candidats ayant une orientation homosexuelle. Il semble soucieux d'inverser la tendance car de nombreux prêtres seraient homosexuels, en particulier aux USA (plus de 50% selon une enquête récente...). Mais la not
doc_397420	left	right	worldbank_org	web1	web	Méthéologie Sans aucun recul ni touche d'ironie, les télévisions nous ont «informés» qu'en cette période de canicule, le pape priait pour que son dieu fasse revenir la pluie. Pour ne pas être en reste, le recteur de la mosquée de Paris a annoncé une démarche du même type ajoutant que, vu les régions
doc_333519	left	right	procivis_fr	web1	web	BAROMÈTRE PROCIVIS / IMMO DE FRANCE – HARRIS INTERACTIVE - Procivis Logement : « the french paradox » Quel regard les Français portent-ils sur leur lieu de vie et sur leur logement ? Dans quelle mesure envisagent-ils d’en changer à l’avenir ? Quels sont les leviers et les freins dans cette perspecti
doc_345221	left	right	lafranceinsoumise_fr	web1	web	Partie 3 - Faire un recours DALO Dans cette dernière partie, Yannick vous explique comment faire un recours DALO ( Droit Au Logement Opposable). Le lien pour le formulaire de recours et la notice DALO : http://www.drihl.ile-de-france.developpement-durable.gouv.fr/le-formulaire-et-la-notice-pour-un-r
doc_431261	left	right	npa_lanticapitaliste_org	web1	web	"En cas de face à face FN/UMP, Besancenot (NPA) ne choisit pas (AFP 10/09/2013) PARIS, 10 sept 2013 (AFP) - Olivier Besancenot, du Nouveau partianticapitaliste (NPA), a expliqué mardi qu'en cas de duel entre un candidat FNet un candidat UMP, il ne choisirait pas car ""on a déjà donné"", après despropos"
doc_287647	right	left	fdesouche_com	web1	web	Sauvons Kokopelli Cela fait plus de dix ans que l’Association Kokopelli est victime de la mafia semencière et des tracasseries émanant des « tutelles » du Ministère de l’Agriculture. Elle fait peur aux pouvoirs en place non parce qu’elle vend des graines de tomates ou autres légumes, mais parce qu’e
doc_194847	right	left	fdesouche_com	web1	web	Occitanie: des associations réclament la réorientation des subventions accordées pour la reconstruction de Notre-Dame de Paris “Collectivités locales d’Occitanie, vos missions auprès des plus précaires passent avant Notre-Dame”. Voilà la teneur du message qu’un collectif d’associations toulousaines 
doc_332382	left	right	sansdoute_info	web1	web	L’atlantisme est mort ? Vive l’Europe ! - Sans doute Européaniste, professeur et chercheur au centre d'histoire de Sciences Po, agrégé d'histoire et docteur en géographie politique. Auteur, notamment, de L'Europe face à l'Ukraine, PUF, 2024 ; Histoire de la construction de l'Europe, PUF, 2021 ; Le p
doc_197899	right	left	fdesouche_com	web1	web	États-Unis : la guerre au Proche-Orient sème la pagaille chez les démocrates Le rassemblement intervient au moment où la gauche états-unienne se fracasse sur ce conflit sanglant. Depuis le 7 octobre, plusieurs composantes de la coalition qui a porté Joe Biden au pouvoir en 2020 (mouvement des jeunes
doc_515712	left	right	institutmontaigne_org	web1	web	Présidentielle 2022 - Comparez les programmes des candidats la france en chiffres Europe et International quelles évolutions découvrir la synthèse des chiffrages Découvrez, analysez et comparez les propositions des candidats comparez les propositions des candidats Sélectionner un thème Les candidats
doc_031310	right	left	dropout_tv	web1	web	Dropout - Independent, ad-free, uncensored comedy Absurd, ad-free comedy on Dropout TV Original comedy series you won't find anywhere else. Anywhere. Anytime. Stream now, save for later. Use the app and watch episodes offline. Available on Fire TV, Apple TV, Android TV, Roku, Chromecast, plus iOS an
doc_363732	left	right	worldbank_org	web1	web	AZF Toulouse : Le témoignage d’une infirmière Une infirmière retraitée, qui s'est mise à la disposition de son ancien hôpital pour aider aux secours, raconte notamment comment elle a accompagné à la morgue de l'hôpital Purpan une famille d'origine maghrébine, venue récupérer le corps d'un de ses pro
doc_140397	right	left	fdesouche_com	web1	web	Crise financière : la version pour les nuls Si vous n’avez rien compris à l’article précédent de Lionel, Fish vous donne les vraies raisons : Alors voilà, Mme. Ginette a une buvette à Bertincourt, dans le Pas de Calais. Pour augmenter ses ventes, elle décide de faire crédit à ses fidèles clients, to
doc_010001	right	left	editionsdeflore_fr	web1	web	Éditions de Flore Collection : Kiel et Tanger Date de parution : avril 2024 Nombre de pages : 436 Format : 110x165 mm ISBN : 978-2-900689-61-5 Prix : 10 € Comment dissoudre la France dans l’Europe Axel Tisserand Préface : Paul-Marie Coûteaux Résumé : Retraçant la longue histoire d’une idéologie, Axe
doc_031377	right	left	mybestapizza_com	web1	web	My Besta Pizza COOKING DRINKS Nampa’s vibrant food scene continues to grow, and pizza lovers in the area have something special to celebrate: the rise of sourdough crust pizza in Nampa. This unique style of… Document conversion can be a necessity for many professionals, educational institutions, and
doc_471848	left	right	enfancejeunesseinfos_fr	web1	web	"Enfance & Jeunesse Infos D'après le dernier rapport du collectif ""Les morts de la rue"", 624 personnes sans domicile fixe (SDF) sont décédées en 2022. Parmi elles, 8 mineurs âgés de moins de 15 ans et 21 jeunes âgés de 15 à 25 ans. En 2022, sur l’ensemble du territoire français, au moins 624 personne"
doc_167332	right	left	fdesouche_com	web1	web	4.000 insoumis portent plainte contre Papacito Communiqué de la France insoumise. Le 6 juin dernier, le youtubeur Papacito a publié sur YouTube une vidéo extrêmement violente mettant en scène la mise à mort d’un mannequin représentant explicitement les insoumis et les électeurs de Jean-Luc Mélenchon
doc_417581	left	right	zones_subversives_com	web1	web	"Paramètres d’affichage Certification Pix Depuis 2019, le dispositif PIX remplace le brevet informatique et internet (B2i) et le niveau 1 de la certification informatique et internet (C2i). Le dispositif répond à l’objectif de ""former les élèves à l’usage des outils numériques, leur transmettre les c"
doc_326442	left	right	zona_media	web1	web	"28 minutes 28 minutes Le magazine d’actualité ""28 minutes"" est le magazine d’actualité d’ARTE, présenté par Elisabeth Quin du lundi au jeudi à 20h05. Renaud Dély est aux commandes de l'émission le vendredi et le samedi. ""28 minutes"" est le magazine d’actualité d’ARTE, présenté par Elisabeth Quin du "
doc_522172	left	right	zoomdici_fr	web1	web	Chronique : Echo d’Afrique, « S’attaquer aux symboles du colonialisme » Chronique : Echo d’Afrique, « S’attaquer aux symboles du colonialisme » Il y a 200 ans, le 3 juin 1818, Louis Faidherbe naissait à Lille. Il allait devenir un militaire largement honoré, et un colonialiste chevronné. Certains le
doc_516594	left	right	inspq_qc_ca	web1	web	Accueil | Institut national de santé publique du Québec Nouvelles Nouvelles Dernières mises à jour Dernières mises à jour Institut national de santé publique du Québec Créé en 1998, l'Institut national de santé publique du Québec (INSPQ) est un centre d'expertise et de référence en matière de santé 
doc_431440	left	right	npa_lanticapitaliste_org	web1	web	Notre-Dame-des-Landes : plus de 3.000 personnes contre l'aéroport Gran Ouest Notre-Dame-des-Landes (Loire-Atlantique), 9 juil 2011 (AFP) - Environ 3.00 personnes selon la gendarmerie, 6.000 selon les organisateurs, se sont réunies samedi à 30 km au nord de Nantes sur le site du futur aéroport Grand 
doc_158761	right	left	fdesouche_com	web1	web	(20.10.2009) ► Le ‘tueur de coûts’ LowendalMasaï réduit les siens en fermant un site Ils se disent “trahis”, “amers”. Un langage inhabituel pour ces cadres superdiplômés, à gros salaires, évoluant dans un univers feutré, celui des cabinets conseil en optimisation des coûts (impôts, charges sociales,
doc_182989	right	left	fdesouche_com	web1	web	Mali : guerre pour la démocratie ou pour Areva ? Le 11 janvier 2013, l’armée française est intervenue au Mali à la suite de mouvements, vers Bamako, de groupes armés islamistes. Depuis des mois, ces derniers tiennent tout le nord du Mali et se seraient enhardis au point, nous dit-on, de vouloir occu
doc_028711	left	right	contretemps_eu	web1	web	Archives des origines du RN - CONTRETEMPS Tag archives for origines du RN Prolongeant une série d'articles sur l'histoire des extrêmes droites en France, de l'Action française de Charles Maurras jusqu'au Rassemblement national de Marine Le Pen et Jordan Bardella, l'historien Jean-Paul Gautier… Depui
doc_152228	right	left	fdesouche_com	web1	web	Hayange : « Vivre ensemble à la Française » à la fête du Cochon FÊTE DU COCHON – DIMANCHE 4 SEPTEMBRE Venez célébrer le “Vivre-Ensemble” à la française au cours d’une fête traditionnelle, familiale et régionale ! Cette troisième édition de notre rassemblement annuel et convivial est le témoignage-mê
doc_515790	left	right	lagrandeconversation_com	web1	web	A propos A propos La Grande Conversation est la revue intellectuelle et politique de Terra Nova. Son ambition est de nourrir la conversation démocratique, c’est-à-dire l’échange civilisé des arguments et des idées sans lesquels il n’est pas de débat public fructueux. La controverse y a naturellement
doc_360447	left	right	worldbank_org	web1	web	On ne s’appelle pas Bob… En Hospitalisation de jour Maladies du sang, la direction a annoncé qu’à cause de la fermeture de services dans le Nord, on va « absorber » des patients. On va donc en accueillir 60 contre 40 avant. Pour absorber tout ça, à part devenir une éponge, on ne voit pas comment on 
doc_255885	right	left	fdesouche_com	web1	web	Le tribunal ordonne à l'Education nationale de publier l'indice de position sociale des établissements. Rosa Parks en tête du classement des noms de collèges les plus défavorisés, la moitié des autres noms ont un lien avec le communisme L’indice de position sociale des élèves (IPS) est un outil de m
doc_263919	right	left	fdesouche_com	web1	web	Emoluments des ministres, rémunération des conseillers, chauffeurs, jardiniers, etc, le gouvernement Borne est le plus cher de la Ve République Selon une étude, le coût global du gouvernement Borne a augmenté de 4,3 % par rapport à son prédécesseur. Le nombre de ministres n’a pourtant pas varié. Ave
doc_351016	left	right	lafranceinsoumise_fr	web1	web	« Quel député est prêt à vivre juste un mois avec 764,10€ ? » « A votre place, je la ramènerais pas ! Parce que qui ici, quel député, est prêt à vivre juste un mois avec 764,10€ ? Avec le salaire moyen d’un agent d’entretien ? Qui ? Allez-y, levez le bras ! Y a personne ? En revanche, vous voterez t
doc_031512	right	left	academie_en_ligne_fr	web1	web	Academie en ligne - Académie en ligne Apprenez, grandissez, réussissez Acquérez les connaissances indispensables pour atteindre vos objectifs professionnels et personnels avec nos formations de qualité. Découvrez toutes les informations sur la formation Diversité des formations professionnelles Dans
doc_508591	left	right	amisdelaterre_org	web1	web	Deux défenseurs en danger Les Amis de la Terre France, Survie et l’Observatoire pour la protection des défenseurs des droits de l’Homme (un partenariat FIDH-OMCT) expriment leur profonde inquiétude pour leur intégrité physique et morale, et demandent que toutes les formes de persécution cessent immé
doc_347541	left	right	lafranceinsoumise_fr	web1	web	ECOLE DE LA CONFIANCE : Pas d’amélioration mais des fermetures de classes et d’écoles ! Michel intervient lors de la discussion générale dans le cadre du projet de loi pour une Ecole de la confiance : » Je ne comprends pas cette politique. L’objectif n’est pas d’améliorer la situation, mais de ferme
doc_184101	right	left	fdesouche_com	web1	web	Le Sénat vote la fin du CDI et tout le monde s’en fout [extraits] La loi sur « la sécurisation de l’emploi » a été votée au Sénat, par 169 voix contre 33. La fin du CDI et tout le monde s’en moque… Pas une manifestation dans la rue. Pas le moindre sénateur pendu non plus. Le CDI vous préservait des 
doc_406279	left	right	worldbank_org	web1	web	Un petit monde sans frontières L'affaire Cahuzac avait révélé que le compte suisse de l'ex-ministre du Budget avait été ouvert par Philippe Péninque, ancien activiste d'extrême droite, devenu avocat fiscaliste et proche conseiller de Marine Le Pen. Péninque est soupçonné d'avoir ouvert d'autres comp
doc_372713	left	right	worldbank_org	web1	web	Suite du feuilleton La compagne actuelle de François Hollande, Valérie Trierweiler, a fait savoir qu'elle soutient à La Rochelle non pas Ségolène, candidate officielle du PS et par ailleurs ex-compagne du nouveau président de la République, mais son rival. Les ténors de l'UMP font des gorges chaudes
doc_229870	right	left	fdesouche_com	web1	web	Les élites françaises sont trop frileuses La France manque cruellement d’entreprises de taille moyenne et intermédiaire. Proportionnellement à l’Allemagne, nous avons un déficit de 15 000 entreprises de plus de 50 salariés. La situation est particulièrement dégradée pour les ETI, les entreprises de 
doc_509362	left	right	francetvpro_fr	web1	web	Communiqué de la direction de Guyane la 1ère Dans le cadre de sa visite en Guyane le Garde des Sceaux Gérald Darmanin, a répondu à une question d’un journaliste de Guyane la 1ère dans les termes suivants « vous êtes journaliste, d’abord en plus vous êtes complètement idiot, c’est une insulte ». Cett
doc_356580	left	right	worldbank_org	web1	web	BNP Paribas : Tricheurs, vous avez dit tricheurs ? Les casseroles étant vendues en batterie, une autre affaire rattrape la BNP. Cette fois-ci c'est son siège parisien qui a été perquisitionné par la brigade financière parisienne, accompagnée de la police fédérale belge. Ces enquêteurs veulent en sav
doc_523170	left	right	zoomdici_fr	web1	web	Cinéma : Jeuland, « Le président » Cinéma : Jeuland, « Le président » Mort depuis à peine un mois et demi, Georges Frêche, connu nationalement pour ses frasques, fait déjà l’objet d’un film. Le Président retrace sa campagne électorale menée lors des dernières régionales, remportées haut-la-main avec
doc_473757	left	right	bandcamp_com	web1	web	SDK, by Les Saints Decay Les Saints Decay Toulouse, France Les Saints Decay . Une musique résolument rock, énergique avec des textes en français. Les Saints Decay vous invitent à adhérer à une alternative nécessaire à la scène rock en France où la pensée unique, là aussi, pousse toujours les mêmes e
doc_426881	left	right	pleinledos_org	web1	web	Presse - 11.2022 – Salon Polycopies. Table ronde avec le média Lundimatin, Louise Moulin pour Plein le Dos et le photographe Jérôme Blin. A l’initiative d’Yves Drillet pour la maison d’édition Nouveau Palais. Podcast : Que peut la photographie ? 01.2021 – Radio Nova Podcast : Les Gilets jaunes : là 
doc_379323	left	right	worldbank_org	web1	web	Ils charrient-varient Selon qu’on travaille avec les fronts ou non, selon qu’on est jeune ou non, selon qu’on plaît au chef ou non, on touchera de l’argent en plus de notre salaire qui porte à juste titre le nom de «variable». Mais ce «variable» a tendance invariablement depuis des années à stagner 
doc_124653	right	left	fdesouche_com	web1	web	Trains caillassés, béton sur les voies, menaces : la ligne SNCF Toulouse-Castres perturbée La ligne SNCF Toulouse-Castres est fortement perturbée depuis le mardi 6 octobre 2015. Des gens du voyage sont installés au bord des voies, à l’entrée de la gare de Castres (Tarn). (…) Pour tenter de désamorce
doc_195029	right	left	fdesouche_com	web1	web	"""La sociologie du vote Macron est de plus en plus minoritaire"" Pour Arnaud Benedetti, professeur associé à l’Université Paris-Sorbonne, le camp de la majorité aurait tort de crier victoire trop vite. Il rappelle que si LREM confirme qu’elle possède une base électorale solide, celle-ci se resserre né"
doc_238482	right	left	fdesouche_com	web1	web	"Le pionnier des jeux de cartes à collectionner bannit de ses tournois les ""cartes racistes"" et supprime leurs images de sa base de données Aujourd’hui nous […] retirons l’image de la carte Invoke Prejudice, imprimée en 1994 […]. Cette carte est raciste […]. Le racisme n’a pas sa place dans notre jeu"
doc_348038	left	right	lafranceinsoumise_fr	web1	web	Quand les résultats des élections ne satisfont pas les marcheurs, ils tentent d’en annuler les effets ! Suite à son élection en tant que président de l’association des députés-employeurs, le 6 mars dernier, Michel LARIVE a eu la surprise de recevoir un courrier de la part des questeurs de l’Assemblé
doc_352645	left	right	soutien_salaries_automobile_93_org	web1	web	สล็อต789 ฝาก-ถอน true wallet แตกหนักเล่นง่ายที่นี่ สล็อต789 ฝาก-ถอน true wallet การเล่นสล็อตในยุคนี้ไม่ใช่แค่เลือกเกมที่แตกง่ายหรือมีฟีเจอร์ดีเท่านั้น แต่ยังต้องคำนึงถึงระบบฝากถอนที่ไม่ยุ่งยากคือหนึ่งในเว็บที่ตอบโจทย์เรื่องนี้ได้ครบถ้วน ผู้เล่นจำนวนมากเริ่มหันมาสนใจแพลตฟอร์มที่ไม่ต้องใช้บัญชีธนาคาร 
doc_369739	left	right	worldbank_org	web1	web	Familles en or Isabelle Balkany, première adjointe et épouse du député-maire UMP de Levallois, aurait avoué être depuis dix-sept ans propriétaire d'une villa dans les Caraïbes. Ce modeste bien, évalué à trois millions d'euros et détenu par l'intermédiaire d'une société écran, n'a jamais été déclaré 
doc_274000	right	left	fdesouche_com	web1	web	Le MEDEF a t'il peur de Chauprade ? Le 13 mai prochain, le MEDEF, organise un colloque ayant pour titre « Quelle Europe pour les entreprises ? ». L’invitation de cet évènement indique « la présence des têtes de listes Ile-de-France (aux élections européennes) » Le MEDEF a donc pris soin de n’inviter
doc_214031	right	left	fdesouche_com	web1	web	Velennes (60) : les jeunes bergers en compétition aux 8èmes Ovinpiades Les 8èmes Ovinpiades des Jeunes Bergers se sont déroulées mercredi 25 janvier sur la ferme ovine de Martial Loncke, à Velennes. Cette finale territoriale des Hauts-de-France a réuni 37 élèves, de six lycées agricoles de la région
doc_453138	left	right	zoom_us	web1	web	L'absence de recours suspensif contre une mesure d'éloignement Dispositif dérogatoire applicable en Guyane, en Guadeloupe, à Mayotte, à Saint-Martin et Saint-Barthélemy ainsi qu’en Polynésie française, en Nouvelle-Calédonie et à Wallis-et-Futuna ⋅ GISTI L’absence de recours suspensif contre une mesu
doc_019732	left	right	debordements_fr	web1	web	Chemins pour Madrid “Je suis à Madrid depuis 2 jours. Je ne connaissais et ne connais toujours pas la ville. Je ne connaissais et ne connais toujours pas une seule personne. Je ne parlais et ne parle toujours pas l’espagnol. Je me laisse totalement griser par cette expérience totale et radicale d’ét
doc_468953	left	right	marsactu_fr	web1	web	Aix-Marseille : conquérir la plus grosse université francophone, un travail très politique Aix-Marseille : conquérir la plus grosse université francophone, un travail très politique Éric Berton, doyen de la faculté des sciences du sport, devrait être élu ce lundi 6 janvier nouveau président d'Aix-Ma
doc_293645	right	left	attahrir_tn	web1	web	تنزيل العدد 560 من جريدة التحرير كشفت تحقيقات أجرتها بي بي سي أن الشركة المكلّفة بحراسة مواقع توزيع المساعدات في غزة استعانت بأعضاء من جماعة دراجات نارية أمريكية لها تاريخ طويل ... قراءة المزيد الخبر: فوائد صحية وغذائية.. متى يرى مشروع الخبز بالألياف الغذائية النور؟ أكد يحيى موسى، رئيس الغرفة النقاب
doc_375287	left	right	worldbank_org	web1	web	"Discrimination dans le monde des paillettes Le cabaret du Moulin-Rouge vient de passer en correctionnelle pour avoir refusé d'embaucher comme commis de salle un jeune Sénégalais. "" On ne prend pas de gens de couleur sur ce type de poste "", avait en effet répondu la secrétaire au responsable de la Mi"
doc_345014	left	right	lafranceinsoumise_fr	web1	web	Visite de la prison de Villeneuve-Lès-Maguelone Je me suis rendue cet après-midi à la prison de Villeneuve-Lès-Maguelone. Le but était d’appréhender le milieu carcéral. Une seconde visite est prévue pour m’entretenir avec les syndicats et revoir certains secteurs de la prison. Le travail se poursuiv
doc_342237	left	right	defenseurdesdroits_fr	web1	web	Audition devant les rapporteurs de la commission des lois de l’Assemblée nationale - Projet de loi pour contrôler l’immigration, améliorer l’intégration | Défenseur des Droits Audition devant les rapporteurs de la commission des lois de l’Assemblée nationale - Projet de loi pour contrôler l’immigrat
doc_459847	left	right	loire_atlantique_gouv_fr	web1	web	"Le préfet saisit la justice des montages diffusés par ""Nantes révoltée"" Le préfet saisit la justice des montages diffusés par ""Nantes révoltée"" à la demande du ministre de l'Intérieur Suite à la diffusion le 28 juillet 2021 sur les pages facebook et twitter de « Nantes Révoltée » accessibles à toute"
doc_331474	left	right	zerodeconduite_net	web1	web	Sorry we missed you Sorry we missed you Ricky, Abby et leurs deux enfants vivent à Newcastle. Leur famille est soudée et les parents travaillent dur. Alors qu’Abby travaille avec dévouement pour des personnes âgées à domicile, Ricky enchaîne les jobs mal payés ; ils réalisent que jamais ils ne pourr
doc_271738	right	left	fdesouche_com	web1	web	Évasion fiscale, le hold-up du siècle (Rediff) De la Suisse aux îles Caïmans en passant par Jersey, un tour du monde très pédagogique des paradis fiscaux où sont dissimulés des milliards de dollars, détournés de la richesse publique. Imaginez un monde dans lequel vous pourriez choisir de payer ou no
doc_293379	right	left	rivierapress_it	web1	web	Migranti la mattinata a Ventimiglia | Roverino - Riviera Press Caos a Ventimiglia. Due i siti di interesse, il Palaroja con il Presidio delle Mamme e la chiesa delle Gianchette con i migranti esausti PRESIDIO DI ROVERINO: Non demordono i residenti, alcuni dei quali hanno passato la notte sul posto. 
doc_427649	left	right	anticor_org	web1	web	Société du Grand Paris : le Parquet national financier ouvre une enquête - Anticor Le Parquet national financier a annoncé avoir ouvert une enquête préliminaire dans l’affaire de la Société du Grand Paris. Anticor l’avait saisi le 12 juin dernier. L’État a créé un établissement public national à car
doc_112590	right	left	fdesouche_com	web1	web	Des Slovènes et des Croates protestent contre la clôture anti-migrants en jouant au volley Quelques centaines de Croates et de Slovènes vivant des deux côtés de la frontière ont manifesté samedi contre la clôture récemment érigée. La mobilisation s’est tenue à proximité de deux points de passage de 
doc_511348	left	right	freedom_fr	web1	web	"Frédéric Maillot demande le ""renforcement des moyens de sécurité à Fayard"" Dans une lettre adressée au préfet de La Réunion, Patrice Latron, le député Frédéric Maillot exprime sa « vive préoccupation » concernant la situation sécuritaire dans le quartier de Fayard à Saint-André. Après des « faits de"
doc_141842	right	left	fdesouche_com	web1	web	"Catherine Gueguen : ""Punir un enfant entrave le bon fonctionnement de son cerveau"" La loi interdit désormais les châtiments corporels aux enfants. UUne bonne nouvelle pour Catherine Guegen, pédiatre spécialisée dans le soutien à la parentalité, formée en haptonomie et en communication non violente. "
doc_415888	right	left	yannickneuder_fr	web1	web	Désolé Désolé Une erreur est survenue ! Nous mettons tout en œuvre pour rétablir le service dans les meilleurs délais. Code d'erreur : 0.15891402.1759443002.c9dfb4f Une erreur est survenue ! Nous mettons tout en œuvre pour rétablir le service dans les meilleurs délais. Code d'erreur : 0.15891402.175
doc_391546	left	right	worldbank_org	web1	web	Noël n'est pas Noël À quelques semaines de Noël, le pape Benoît XVI vient de découvrir que la date réelle de la naissance du p'tit Jésus ne serait pas celle qu'on honore officiellement. Ce spécialiste des naissances estime qu'il serait né quelques années plus tôt. Voilà qui risque de bouleverser la 
doc_346906	left	right	lafranceinsoumise_fr	web1	web	« Je n’obéirai plus » Nous n’allons plus attendre. Nous n’allons plus attendre votre permission. Nous n’allons plus attendre pour vivre et pour rire, pour danser et pour chanter, même masqués. Depuis lundi, vous proclamez : « Dedans avec les miens, dehors en citoyens ! » Comptez sur nous ! On vous l
doc_159904	right	left	fdesouche_com	web1	web	Des hauts gradés sénégalais s'opposent à la fermeture des bases militaires françaises, essentielles pour la coopération en formation, renseignement, lutte contre l'insécurité et la pêche illégale, réalisées aux frais de l'armée française. Les hauts gradés de l’armée ont leur mot à dire. Or, il s’est
doc_196724	right	left	fdesouche_com	web1	web	Sèvres (92) : Des salariés sans-papiers investissent la mairie pour demander leur régularisation (…) Une vingtaine de travailleurs sans-papiers, mais salariés par une entreprise de nettoyage, Groupe CPN, sont entrés en grève samedi 5 octobre. A cette occasion, ils ont envahi brièvement l’hôtel de vi
doc_300664	left	right	imzakampanyasi_net	web1	web	Fransız Üniversite Kütüphanelerinde Sansüre Fransız Üniversite Kütüphanelerinde Sansüre Fransız Üniversite Kütüphanelerinde McCarthy Tarzı Sansüre Karşı İmza Kampanyası, Sorbonne Üniversitesi Rektörü Profesör Philippe Boutry’ye Kısa bir süre önce Sorbonne Üniversitesi’ne bağlı Pierre Mendès France k
doc_415124	left	right	worldbank_org	web1	web	Leur barrage, c’est du vent Macron et Attal, qui ont déjà appliqué une partie du programme du RN avec leur loi « immigration », promettent de persister dans cette direction s’ils sont élus : Macron emprunte à Le Pen et Bardella un de leurs termes favoris pour parler de la gauche, « l’immigrationnism
doc_196158	right	left	fdesouche_com	web1	web	Cambodge : Nuon Chea, ancien dirigeant khmer rouge et bras droit de Pol Pot, est mort Il était surnommé le “Frère numéro 2” du régime khmer rouge, qui a plongé le Cambodge dans l’horreur entre 1975 et 1979. Nuon Chea est mort, dimanche 4 août, à Phnom Penh, où il était incarcéré depuis 2007. Âgé de 
doc_344290	left	right	lafranceinsoumise_fr	web1	web	« Vraie armée européenne » : la dangereuse lubie d’Emmanuel Macron Communiqué de presse du groupe parlementaire La France insoumise Emmanuel Macron instrumentalise les commémorations de la Grande Guerre pour faire la campagne des élections européennes. Interrogé ce matin, il a déclaré qu’il faut à l
doc_294603	left	right	espacesaintmichel_com	web1	web	À L'AFFICHE ACTUELLEMENT À L'AFFICHE Le Journal du Saint Michel Il était une fois... - Le 26 septembre 2019, Robert Guédiguian a remis à Claude Gérard, propriétaire gérant de l'Espace Saint Michel, la Médaille de Chevalier de l'Ordre du Mérite, sur proposition du Ministère de la Culture. L'Espace Sa
doc_030914	left	right	lesecologistes_fr	web1	web	Raymonde Poncet-Monge | Les Écologistes Raymonde Poncet-Monge Raymonde Poncet-Monge Économiste de formation, Raymonde Poncet a été consultante dans un cabinet d’expertise de la chimie, économiste au Comité Central d’Entreprise de Renault Trucks. Elle a dirigé l’association SMD Lyon spécialisée dans 
doc_178272	right	left	fdesouche_com	web1	web	Cinéma : Diaz - Un crime d'État […] Après la mort de Giuliano, les autorités italiennes, voulant en finir avec les jeunes qui continuaient à tenir tête à la police, multipliaient les provocations, cherchant un prétexte: cette bouteille leur permet de se présenter comme menacées et d’utiliser un cert
doc_417593	left	right	caissedesdepots_fr	web1	web	Un modèle unique cicéron c'est poincarré Crédit © Bettapoggi / Adobe Stock Le dérèglement climatique n’est plus une menace lointaine, ses effets sont visibles et il va falloir rapidement les intégrer. Face à cette réalité nouvelle, l’adaptation devient une nécessité. Crédit © Bettapoggi / Adobe Stoc
